"id","title","authors","date","days_ago","abstract","pdf_url","openalex_pdf","europepmc_pdf","source","pdf_ok","pdf_blocked","pdf_file","pdf_mb","pdf_source"
"W7128920725","Effectiveness and Safety of Acupuncture and Related Therapies for Poststroke Insomnia: A Network Meta-Analysis","Xinwang Chen; Run Yun Zhang; Yajing Guo; Jing Wen; Yuzhu Wu; Wenming Chu; Y. J. Wu","2026-02-14",4,"Background: Poststroke insomnia (PSI) is a frequent complication for stroke patients. Acupuncture and related therapies demonstrate efficacy in PSI management. Despite their many types, the optimal strategy remains unclear. This network meta-analysis (NMA) compared the effectiveness of various acupuncture and related therapies. Methods: Seven databases were searched up to 1st February 2024. The primary outcome was a reduction in the Pittsburgh Sleep Quality Index (PSQI) score. The secondary outcomes were the response rate and adverse events. The treatment ranking probabilities were calculated using the surface under the cumulative ranking curve (SUCRA). Results: In total, 59 randomized controlled trials (RCTs) involving 4415 participants were included. Electroacupuncture (EA) provided the best result for PSQI reduction (SUCRA = 0.79), followed by warm acupuncture combined with auricular acupoint stimulation (WA+AAS) (0.68) and manual acupuncture combined with auricular acupoint stimulation (MA+AAS) (0.63). For the response rate, manual acupuncture combined with acupoint catgut embedding (MA+ACE) ranked highest (0.86), followed by EA (0.850) and manual acupuncture combined with moxibustion (MA+MOX) (0.83). A total of 96 adverse events were reported: 7 related to acupuncture interventions and 89 to conventional medicine (CM). Conclusion: Acupuncture and related therapies are effective and safe for PSI treatment. Among them, EA and MA+ACE are the most promising interventions for improving sleep quality poststroke",NA,"https://doi.org/10.18502/ijph.v55i1.20975",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7128788183","High impact chronic pain in children: exploration of associated characteristics and clinical factors in children and parents","Ulla Caverius; Marcelo Rivano Fischer; Jan Lexell; Sophia Åkerblom","2026-02-13",5,"Background Chronic pain in children can significantly impact daily functioning. While interdisciplinary pain rehabilitation is the recommended treatment, it is resource-intensive and limited in availability. Therefore, children with more complex symptoms, classified as High Impact Chronic Pain (HICP), need to be prioritized for interdisciplinary pain rehabilitation. However, HICP in children has been incompletely defined in previous literature, and associated factors remain underexplored. This study aimed to explore a broader biopsychosocial definition of HICP in children and to investigate characteristics and clinical factors in children and parents associated with HICP. Method This exploratory retrospective cross-sectional registry study included 484 children with chronic pain and their parents, referred to a tertiary pediatric pain clinic in Sweden. HICP was defined using five variables: pain intensity, pain interference, overall well-being, insomnia, and school absence. Children who met thresholds in at least three of these variables were classified as having HICP. Multivariable logistic regression models were used to identify factors in children and parents associated with HICP. Results A total of 60% of the participants met the criteria for HICP. Variables significantly associated with HICP included symptoms of depression (OR 1.10, p = 0.001) and psychological inflexibility (OR 1.06, p = 0.001) in children, as well as pain reactivity in parents (OR 1.05, p = 0.018). Conclusion Psychiatric comorbidity and behavioral aspects, including psychological inflexibility and parental pain reactivity, play key roles in pediatric HICP and should be considered when assessing and planning interventions. Addressing these factors may improve treatment outcomes and reduce long-term challenges.","https://public-pages-files-2025.frontiersin.org/journals/pain-research/articles/10.3389/fpain.2026.1744974/pdf",NA,NA,"openalex",TRUE,FALSE,"openalex_high_impact_chronic__w7128788183.pdf",0.31,"original"
"W7128809653","Ai-Augmented Management of Pharmacoresistant Insomnia and Restless Legs Syndrome in Park2 Parkinson’s Disease: an N-Of-1 Case Report Integrating Pharmacogenetics, Chronopharmacology, Digital Monitoring, and an Llm Co-Pilot","Stefano Scapigliati; Sabina De Innocentiis","2026-02-13",5,"<title>Abstract</title> We report a case of young-onset PARK2 Parkinson’s disease complicated by severe, persistent insomnia, restless legs syndrome (RLS), and REM sleep behavior disorder (RBD), refractory to multiple conventional strategies. The clinical course included features consistent with levodopa-related rebound and augmentation, culminating in a systemic crisis with near-total sleep deprivation and night eating syndrome (NES). An N-of-1 precision approach was implemented by combining pharmacogenetics, molecule- and time-specific repositioning of medications (chronopharmacology), and continuous monitoring using consumer wearable sleep metrics and continuous glucose monitoring (CGM). Crucially, the optimization was conducted within an iterative human–AI loop in which a large language model (LLM) acted as a cognitive co-pilot to integrate multiplexed data streams, surface interaction risks, and generate prioritized hypotheses that were then clinically validated and implemented under continuous neurologist supervision. Key steps included discontinuation of evening levodopa, a strict pre-dinner ‘gastric-sparing’ window on an empty stomach to optimize absorption, and an evening synergy between low-dose pramipexole, pregabalin, and clonazepam. From September 2025 to February 2026, monthly wearable estimates showed deep sleep increasing from 5–8 min to 42–43 min and REM sleep increasing from 7–10 min to 45–50 min. In parallel, metabolic markers improved (HbA1c 7.2% to 6.8%, ALT/GPT 61 to 34 U/L within 12 months), with a 3 kg weight loss. This case illustrates a pragmatic framework for AI-augmented clinical reasoning in a complex multimorbid patient, demonstrating a path from pharmacoresistance to sustained clinical improvement.","https://www.researchsquare.com/article/rs-8815425/latest.pdf",NA,NA,"openalex",TRUE,FALSE,"openalex_ai-augmented_managem_w7128809653.pdf",0.64,"original"
"W7128817711","The effectiveness of Cognitive behavioral therapy for insomnia on sleep EEG hyperarousal: a multicentric polysomnographic study","Marco Sforza; C. Morin; T. Dang-Vu; Florence B. Pomares; Aurore A. Perrault; J. P. Gouin; Jitka Bušková; Karolína Janků; Alexandros Vgontzas; Julio Fernandez-Mendoza; Célyne Bastien; Dieter Riemann; Chiara Baglioni; Giacomo Carollo; Francesca Casoni; M. Zucconi; V. Castronovo; Andrea Galbiati; Luigi Ferini-Strambi","2026-02-13",5,"Chronic Insomnia Disorder (ID) is characterized by hyperarousal, a key pathophysiological feature. While Cognitive-Behavioral Therapy for Insomnia (CBT-I) is the first-line treatment, its physiological effects on sleep-related hyperarousal remain underexplored. This study assessed the impact of CBT-I on cortical hyperarousal using quantitative EEG (qEEG) during non-REM (NREM) sleep, with the delta/beta ratio as the primary outcome. Secondary aims included evaluating changes in sleep stability and exploring phenotypic differences in treatment response. Ninety-eight ID patients across five centers completed a 6-8-week CBT-I program. Pre-and post-treatment assessments included polysomnography (PSG), sleep diaries, and Insomnia Severity Index (ISI). Cortical hyperarousal was indexed by the NREM delta/beta ratio; sleep stability (Sstab) was derived from a transition probability matrix. Patients were categorized as insomnia with short (ISSD) or normal sleep duration (INSD) based on PSG-derived total sleep time (median TST = 347.3 min). CBT-I significantly improved ISI and sleep parameters (sleep onset latency, wake after sleep onset, time in bed, sleep efficiency) in both self-reported and PSG, with smaller effects in the latter. qEEG analyses revealed a significant increase in the delta/beta ratio post-CBT-I (baseline:13.4 ± 4.9, end-of-treatment:14.6 ± 5.9; p = 0.002), indicating reduced cortical hyperarousal, with no center effects. Sstab improved significantly (p = 0.005), though it was not correlated with delta/beta changes. ISSD showed greater delta/beta improvements than INSD (p = 0.014), suggesting phenotypic differences. CBT-I reduces cortical hyperarousal in ID, as reflected by increased delta/beta ratio. The dissociation from sleep stability suggests distinct mechanisms. These findings support qEEG biomarkers as valuable tools for understanding the neurophysiological mechanisms of insomnia treatment and guiding precision medicine approaches.","https://www.nature.com/articles/s41398-026-03882-1_reference.pdf",NA,NA,"openalex",TRUE,FALSE,"openalex_the_effectivene_of_c_w7128817711.pdf",1.06,"original"
"W7128801206","Online education and its relation to hearing status among higher-secondary students in Bangladesh: A cross-sectional survey","Syeda Tasnim Tabassum Hridi; Mohammad Azmain Iktidar; Kazi Sudipta Kabir; Punam Ghosh; Arrafi Tamjid; Abdullah Al Zaber; Rifat Tasnim Babu; Maliha Mehzabeen; Aysharja Das Gupta; Sreshtha Chowdhury; Simanta Roy","2026-02-13",5,"Background Online education gained its popularity in the education system during the COVID-19 pandemic lockdown. The online platform, including social media, was institutionalized globally for the purpose of tutoring to keep the education process ongoing under feasible circumstances. However, the post-pandemic continuation of online education and prolonged usage of electronic devices imposed a greater risk of health issues related to sensory impairment. Our study aimed to determine the impact of online education on students’ hearing status and its associated factors.",NA,"https://doi.org/10.1371/journal.pone.0342668",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7128791716","THE HYPERBOLE AS A FOUNDATIONAL TOOL FOR MAGICAL REALIST ONTOLOGY OF THE NOVEL 100 YEARS OF SOLITUDE","Rakhimova Shakhnoza Abdusharipovna","2026-02-13",5,"This paper explores the function of hyperbole not merely as a decorative rhetorical device, but as the primary ontological foundation of Gabriel Garcia Marquez's One Hundred Years of Solitude. While magical realism is often defined by the seamless integration of the supernatural into the mundane, this study argues that hyperbole serves as the linguistic bridge that collapses the distinction between the two. By analyzing key episodes such as the insomnia plague, the four-year rainfall, and the physical elevation of Remedios the Beauty the research demonstrates how Garcia Marquez utilizes quantitative and qualitative exaggeration to recalibrate the reader's perception of the possible.",NA,"https://doi.org/10.5281/zenodo.18635726",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7128797516","A survey study to assess stress and coping during medical education in a Jordanian university","Yasmeen Dodin; Razan Dodein; Khaled Seetan; Samah Alajjawe; Manar Awwad; Majd Adwan; Amal Alhawari; Arwa ALkatari; Amat Al-lateef Alqadasi; Ghaith Alsheyab; Nour Obeidat","2026-02-13",5,"Medical education’s rigorous demands are known to cause significant stress among students. The study investigated how students evaluate stressors and apply coping strategies to handle perceived stress and examined how these processes relate to sociodemographic and lifestyle characteristics. The study was guided by the Transactional Model of Stress and Coping (TMSC), and employed an online cross-sectional survey targeting medical students at a Jordanian university (Yarmouk University). The questionnaire covered mental health, including perceived stress, stressors, and coping mechanisms, and also included measures of sociodemographic and lifestyle factors. Based on the TMSC, stressors were considered external demands evaluated through primary appraisal, whereas secondary appraisal involved assessing available resources and options for coping, which then informed the strategies students employed. Bivariate tests evaluated associations between the measured factors and stress. Exploratory factor analysis identified the underlying factor structure of 31 stressors and 28 coping strategies. Multivariable Partial Proportional Odds Models analyzed factors associated with stress levels. About 2/3 of 618 respondents reported elevated stress. Major stressors identified through primary appraisal included frequent exams, extensive learning content, and insufficient study time. During secondary appraisal, students assessed their available coping resources. Those who effectively recognized and utilized adaptive coping strategies, such as seeking emotional or instrumental support, experienced significantly lower stress (odds ratio = 0.58). Examination-related stressors were the only stressors significantly associated with a higher likelihood of increased stress (odds ratio = 2.01). Multivariable analysis demonstrated that females were significantly less likely than males to experience high stress levels (odds ratio = 0.42). Higher stress levels also correlated with greater insomnia scores (odds ratio = 1.13). Stress was prevalent among medical students at Yarmouk University, mainly driven by academic demands appraised as threatening. Secondary appraisal showed that students who identified and used coping resources, such as social or emotional support and faith-based practices, were more successful in managing stress. These findings highlight the need for structured interventions grounded in the TMSC framework to foster adaptive coping. Support programs that propose evidence-based techniques to cope with stress could positively enhance medical students’ educational experiences.",NA,"https://doi.org/10.1097/md.0000000000047495",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7128775631","MicroRNA Profile in Menopausal Women with Insomnia: A Pilot Study","N. V. Semenova; M. P. Raigorodskaya; D. A. Averinskaya; I. M. Madaeva; S. I. Kolesnikov; N. E. Garashchenko; L. I. Kolesnikova","2026-02-13",5,"",NA,NA,NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7128959252","Insomnische Beschwerden in der Region Neckaralb und ihre Zusammenhänge mit Extrinsischen und Intrinsischen Belastungsfaktoren","Robin Singer","2026-02-13",5,"Schlaf ist ein elementarer Bestandteil des menschlichen Lebens. Abgesehen von der Regenerierung finden während des Schlafes eine Vielzahl weiterer essenzieller Stoffwechselprozesse statt, ohne die ein Überleben längerfristig nicht möglich ist. Eine große Zahl an Menschen leidet unter Schlafstörungen, die nicht nur für die Betroffenen ein bedeutendes gesundheitliches Problem darstellen, sondern auch einen finanziellen Schaden für die Gesamtgesellschaft bedeuten. Die häufigste Form der Schlafstörung ist die Insomnie, welche für die Betroffenen Ein- und/oder Durchschlafstörungen und/oder Probleme mit frühmorgendlichem Erwachen bedeuten, welche zu Problemen mit der Arbeits- und Funktionsfähigkeit am Tag führen können. Insomnien sind ein komplexes Krankheitsbild und stehen im Zusammenhang mit verschiedenen Prädiktoren, wie Persönlichkeitseigenschaften, psychische Erkrankungen, schlafbezogene Ängste und Sorgen, psychosoziale Stressoren und vielen mehr. Außerdem können Insomnien auch psychische Erkrankungen hervorrufen. Im Rahmen der zum Zeitpunkt der Befragung noch bestehenden pandemischen Lage durch die COVID-19 Pandemie wurde außerdem von einem globalen Anstieg insomnischer Erkrankungen berichtet. Viele dieser Wirkmechanismen sind jedoch bis dato nicht vollständig untersucht worden, insbesondere in Hinblick auf eine durchschnittliche Demographie. Wenngleich im Rahmen dieser Studie keine für die Region repräsentative Demographie erreicht wurde, so konnte doch eine sehr breite Demographie mit zahlreichen verschiedenen Hintergründen erreicht werden, die uns vor allem im bisher so gut wie nicht beleuchteten Bereich der subklinischen Ausprägung insomnischer Beschwerden eine Vielzahl neuer Erkenntnisse liefern konnte. Die dieser Arbeit zugrunde liegende Umfrage gliederte sich in einen Teil aus eigenen Fragen, in dem unter anderem grundlegende demographische Daten, Daten zu COVID-19-bedingten Belastungen, Schichtarbeit und Bettpartnern abfragte und einen weiteren Teil, in dem verschiedene Standard-Fragebögen zur Anwendung kamen. Die für diese Arbeit relevanten Fragebögen waren dabei der Persönlichkeitsfragebogen HEXACO, der Insomnia Severity Index, der Anxiety and Preoccupation about Sleep Questionnaire und der Mini-SCL. Mithilfe einer Kombination aus eigenen Fragen und bewährten Standard-Fragebögen konnte eine Kombination aus Vergleichbarkeit der generierten Daten und neuen Erkenntnissen sichergestellt werden. Fokus bei der Auswahl stellten 3 Hypothesen. Unter Hypothese 1 sollten die Auswirkungen intrinsischer Belastungsfaktoren, also Persönlichkeitseigenschaften, allgemeiner psychischer und psychosomatischer Belastungen und schlafbezogener Ängste und Sorgen, in Bezug auf die Stärke insomnischer Belastungen untersucht werden. Unter Hypothese 2 wurden die Auswirkungen extrinsischer Belastungsfaktoren, also Belastungen im Zusammenhang mit der COVID-19 Pandemie, Bettpartner, Schichtarbeit und Bildschirmzeit, auf die Stärke insomnischer Belastungen untersucht. Unter Hypothese 3 wurde untersucht, ob eine Kombination extrinsischer und intrinsicher Belastungen zu einer Interaktion in Bezug auf die Stärke insomnischer Belastungen führt. Dabei konnte festgestellt werden, dass intrinsische Belastungsfaktoren allgemein gesprochen einen stärkeren Zusammenhang zu insomnischen Beschwerden haben als extrinsische Belastungsfaktoren. Es konnte zudem festgestellt werden, dass der stärkste Zusammenhang zwischen insomnischen Beschwerden von schlafbezogenen Ängsten und Sorgen ausgeht, dicht gefolgt von allgemeinen psychischen und psychosomatischen Belastungen. Von den Persönlichkeitseigenschaften besteht nur ein mäßiger Zusammenhang mit insomnischen Beschwerden. Bei den extrinsischen Belastungsfaktoren konnte einzig ausgehend von COVID-19-bedingten Belastungen ein relevanter Zusammenhang zu insomnischen Beschwerden festgestellt werden, doch auch dieser lässt sich nur als mäßig beschreiben. Eine Kombination aus extrinsischen und intrinsischen Belastungsfakto... [Truncated/Content too long]",NA,"https://doi.org/10.15496/publikation-117011",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7128803867","The role of sleep disturbances in the maintenance of PTSD symptoms: a literature review","G. K. Slanbekova","2026-02-13",5,"Post-traumatic stress disorder (PTSD) represents one of the most debilitating psychiatric conditions. Posttraumatic stress disorder is frequently accompanied by sleep disturbances, including insomnia and trauma-related nightmares, affecting up to 90% of individuals with this condition. This literature review examines the bidirectional relationship between sleep disturbances and PTSD symptoms, focusing on the role of sleep as both a symptom and a maintaining factor of the disorder. A review of empirical studies, meta-analyses, and clinical trials published between 2010 and 2025 indicates that disrupted sleep architecture contributes to impaired emotional regulation, deficits in memory consolidation, and heightened threat sensitivity, thereby exacerbating daytime PTSD symptoms. Evidence demonstrates that sleep-focused interventions, such as cognitive-behavioral therapy for insomnia (CBT-I), imagery rehearsal therapy (IRT), and pharmacological treatments, effectively reduce sleep problems and lead to improvements in core PTSD symptoms. The findings suggest that early and integrated treatment of sleep disturbances may enhance overall PTSD recovery and improve the outcomes of trauma-focused therapies.","https://ejcrpp.turan-edu.kz/jour/article/download/286/105",NA,NA,"openalex",TRUE,FALSE,"openalex_the_role_of_leep_di__w7128803867.pdf",1.95,"original"
"W7128811664","THE HYPERBOLE AS A FOUNDATIONAL TOOL FOR MAGICAL REALIST ONTOLOGY OF THE NOVEL 100 YEARS OF SOLITUDE","Rakhimova Shakhnoza Abdusharipovna","2026-02-13",5,"This paper explores the function of hyperbole not merely as a decorative rhetorical device, but as the primary ontological foundation of Gabriel Garcia Marquez's One Hundred Years of Solitude. While magical realism is often defined by the seamless integration of the supernatural into the mundane, this study argues that hyperbole serves as the linguistic bridge that collapses the distinction between the two. By analyzing key episodes such as the insomnia plague, the four-year rainfall, and the physical elevation of Remedios the Beauty the research demonstrates how Garcia Marquez utilizes quantitative and qualitative exaggeration to recalibrate the reader's perception of the possible.",NA,"https://doi.org/10.5281/zenodo.18635728",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7128716537","Effectiveness of guided imagery to improve sleep quality among young adults with post-traumatic stress disorder (PTSD)","G. Vikraman; Benitta Paulin Giftlin R.","2026-02-12",6,"Background: Post-traumatic stress disorder often leads to ongoing sleep difficulties such as insomnia and nightmares, which can interfere with mood, concentration, and daily activities. Guided imagery, a relaxation method that uses calming, multisensory visualizations, has shown potential to improve sleep and reduce distress in people experiencing high stress or trauma. This study evaluates the effectiveness of guided imagery in improving sleep quality among young adults with post-traumatic stress disorder (PTSD) compared to conventional occupational therapy. Objectives: To evaluate and compare the effectiveness of guided imagery and conventional occupational therapy in improving sleep quality among young adults (18-25 years) with post-traumatic stress disorder. Materials and methods: A quasi experimental design was conducted with 30 young adults aged 18-25 years, recruited through convenience sampling and divided into two groups: experimental (guided imagery intervention) and control (conventional occupational therapy). The potential of the post-traumatic stress disorder was accomplished by the diagnosis of PTSD using Clinician- Administered PTSD Scale for DSM-5, Past-Month version. Both interventions were delivered over three months, with 36 sessions held three times per week, each lasting 45 minutes. The state of sleep prior to intervention and right after the intervention was critically explained with the aid of the Pittsburgh Sleep Quality Index (PSQI). Statistical analysis was performed to compare pre- and post-test scores within and between groups. Results: The experimental group (N=15) had a mean pre-test PSQI score of 14.40 (SD=2.41) and a post-test score of 8.73 (SD=2.05), showing a highly significant improvement (t=15.707, p=0.000). The control group (N=15) had a mean pre-test PSQI score of 14.07 (SD=1.53) and a post-test score of 13.47 (SD=1.60), also showing significant improvement (t=2.358, p=0.033). Post-test scores between the groups revealed a significantly greater improvement in the experimental group compared to the control group (t=7.050, p=0.000). Conclusion: Guided imagery was found to greatly improve sleep quality in young adults living with post-traumatic stress disorder, offering better results than conventional occupational therapy. These results highlight the value of using gentle, non-drug approaches like guided imagery to ease sleep difficulties and support overall well-being in this group.","https://doi.org/10.12982/jams.2026.047",NA,NA,"openalex",TRUE,FALSE,"openalex_effectivene_of_guide_w7128716537.pdf",1.06,"original"
"W7128686501","Clinical subtypes of co-morbid insomnia and obstructive sleep apnea (COMISA): results of a cluster analysis","Yuan Shi; X. Feng; Fengyi Hao; Yuru Nie; Y. Zhang; Zhaohua Chen; Siqi Guan; Larry D. Sanford; Michael V. Vitiello; Xiangdong Tang","2026-02-12",6,"BackgroundVariations in the bidirectional relationship between obstructive sleep apnea (OSA) and insomnia in co-morbid insomnia and OSA (COMISA) may form distinct subtypes of COMISA, which have not been previously characterized. This study aims to identify and characterize subtypes of COMISA.MethodsFrom a community-recruited COMISA cohort 256 individuals who met diagnosis for COMISA were used to identify subtypes using a two-step clustering methodology. Demographics and multidimension clinical characteristics were collected and compared among obtained subtypes. Logistic models were used to evaluate whether these subtypes were associated with cardiometabolic and mental disorders. A clinical cohort of 1816 COMISA patients was used to validate the determined clusters applying the same two-step clustering methodology.ResultsCluster analysis yielded three clusters (COMISA subtypes): “moderate OSA and moderate insomnia” (cluster 1), “moderate OSA and severe insomnia” (Cluster 2) and “severe OSA and moderate insomnia” (Cluster 3), consisting of 58.2%, 21.9% and 19.9% of the entire cohort, which was validated using the clinical COMISA cohort. The clusters differed significantly on a variety of clinical measurements, including blood indicators related to cardiometabolic risk, inflammation and liver function, depression symptoms, and encephalogram (EEG) spectral power. Cluster 2 was associated with elevated risk of moderate-to-severe depression symptoms, while Cluster 3 was associated with increased risk of CVD and metabolic syndrome.ConclusionThese findings provide important preliminary evidence of the existence of phenotypes of COMISA which are likely to have clinical relevance and provide a foundation in precision medicine for treatment of COMISA.",NA,"https://doi.org/10.1186/s12931-026-03577-7",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7128686416","Brief Cognitive-Behavioral Insomnia Treatment for Primary Care Veterans at Elevated Risk for Suicide: A Randomized Clinical Trial","Wilfred R. Pigeon; Jennifer S. Funderburk; Todd M. Bishop; Wendi Cross; Hugh F. Crean","2026-02-12",6,"Introduction: Many patients at risk for suicide present in primary care where insomnia and other suicide risk factors are prevalent. Addressing insomnia in this milieu may augment suicide prevention strategies. Methods: A randomized clinical trial was conducted to test the effectiveness of brief cognitive behavioral therapy for insomnia (bCBTi) for primary care patients at risk for suicide recruited from three U.S. Veterans Health Administration practices. The 194 participants (77% male; mean age 51.5+/-13.6 years) with insomnia, co-occurring depression and/or posttraumatic stress disorder (PTSD) and recent death or suicide ideation were randomized to receive four 30-minute sessions of bCBTi or Sleep Hygiene over six weeks. Blinded assessments occurred every 6 weeks from baseline to 30 weeks. Change in Insomnia Severity Index (ISI) across 30 weeks was the primary outcome with co-secondary outcomes measured by the Scale for Suicidal Ideation (SSI), Patient Health Questionnaire-9 (PHQ-9) and PTSD Checklist (PCL). Results: Mixed level modeling showed a significant condition effect at posttreatment (6-weeks) for ISI favoring bCBTi (t(df) = -4.58(153); p &lt; .0001) which was maintained through 30-weeks (t(df) = 0.35(141); p &gt;.05). PHQ-9 was lower at 6 weeks in the bCBTi condition (t(df) = -2.07(155); p = .04) maintained through 30 weeks (t(df) = -0.47(137); p &gt; .05). No PCL differences and no difference in SSI at posttreatment. However, a significant timexcondition effect from 6 to 30 weeks existed for SSI favoring bCBTi (t(df) = -2.60(118); p = 0.01). Conclusion: The bCBTi intervention designed for primary care settings effectively reduces insomnia severity with modest effects for depression and suicidal thoughts, offering an adjuvant to suicide prevention strategies.",NA,NA,NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7128675623","Review of: """"Insomnia Prevalence and Mental Health Correlates Among 18,646 Users of an Internet-Based Cognitive-Behavioral Therapy Website: Archival Real-World Data from the United States, 2017-2019""""","Hany Akeel Al-Hussaniy","2026-02-12",6,"","https://www.qeios.com/read/LYWSQM/pdf",NA,NA,"openalex",TRUE,FALSE,"openalex_review_of_in_omnia_p_w7128675623.pdf",0.17,"original"
"W7128950435","Network Pharmacology and Molecular Docking Analyses of Jiao-Tai-Wan Indicate that Adenosine and its Receptors are Potential Targets forTreating Insomnia","Sisi Lin; Zhuocheng Shan; Ze Lin; W L Ye; Yun Huang; Jifang Yu; Zhengzhong Yuan","2026-02-12",6,"Introduction: This study aimed to explore the underlying pharmacological mechanisms of Jiao-Tai-Wan (JTW) in insomnia. Methods: Network pharmacology approach to explore potential therapeutic targets of JTW in treating insomnia. Molecular docking was conducted to analyze the binding mechanisms of the therapeutic molecules to A2AR. Sleep- deprived model rats were treated by JTW once daily for seven days. Adenosine levels were detected via LC-MS/MS, and A1R and A2AR levels were measured via WB and qPCR. Results: A total of 53 genes were generated. The five target genes with the greatest intersection between JTW and insomnia were ACHE, GSK3B, ADORA2A, MAOA, and APP. GO and KEGG analyses revealed the effects of the hubgenes on signaling pathways involved in neurotransmitter transmission and synaptic structure and function. Molecular docking was conducted on the A2AR. In animal experiments, JTW reduced plasma adenosine concentration and lowered it to physiological levels in the hypothalamus, prefrontal cortex, and brainstem. The A1R level in the BS and the A2AR level in the hippocampus was elevated by JTW in both protein and mRNA patterns. Discussion: We screened potential targets for JTW in the treatment of insomnia using network pharmacology, which included adenosine receptors. Subsequently, we verified the effects of JTW on the adenosine signaling pathway through molecular docking and animal experiments and clarified the regulatory effect of JTW on the adenosine signaling pathway in animal models of insomnia Conclusion: Jiao-Tai-Wan (JTW) ameliorates insomnia through a multi-target mechanism that modulates adenosinergic signaling by reducing elevated adenosine levels and upregulating A1R/A2AR receptor expression.",NA,"https://doi.org/10.2174/0113862073403801251027101439",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7128708392","Efficacy and mechanism of combined treatment with transcranial direct current stimulation and zolpidem for treatment-resistant insomnia: a study protocol for a prospective, double-blind, randomized controlled trial","Yudong Wang; Jian Liu; Shanshan Cheng; Jun-Li Cao; Jianyou Zhang; Luo Zhang","2026-02-12",6,"Background Treatment-resistant insomnia remains a major unmet clinical challenge, as a substantial proportion of patients fail to achieve long-term remission with cognitive behavioral therapy or pharmacotherapy alone. Transcranial direct current stimulation (tDCS) has shown promise in modulating cortical excitability and improving sleep quality through non-invasive neuromodulation, whereas zolpidem (ZOL), a GABA-A receptor agonist, provides rapid but transient symptomatic relief. However, whether their combination offers additive therapeutic benefits and how such effects are represented at the neural level remain unknown. Methods This prospective, double-blind, randomized controlled trial will enroll 165 patients with treatment-resistant insomnia. Participants will be randomly assigned (1:1:1) to one of three groups: (A) active tDCS + ZOL, (B) active tDCS + placebo, and (C) sham tDCS + ZOL. The intervention lasts four weeks, with 20 tDCS sessions (2 mA, 20 min/day, 5 days/week, anode over left and cathode over right dorsolateral prefrontal cortex) and nightly oral administration of ZOL or placebo. The primary outcome is the response rate at week 4, defined as the percentage of those having at least a 50% reduction in insomnia symptoms from baseline as measured via the Pittsburgh Sleep Quality Index (PSQI). Secondary outcomes include response rates at 8 and 12 weeks, clinical remission (PSQI&amp;lt;5), changes in PSQI and Insomnia Severity Index scores, sleep architecture monitored by a wearable device, and mood assessments using Hamilton Depression Rating Scale and Hamilton Anxiety Rating Scale. Resting-state functional MRI (rs-fMRI) will be acquired at baseline and 4 weeks to explore alterations in regional brain activity and functional connectivity. Discussion This trial will systematically evaluate the efficacy and neurobiological mechanisms of tDCS combined with zolpidem in treatment-resistant insomnia. By integrating subjective clinical assessments, objective digital sleep monitoring, and neuroimaging biomarkers, it aims to elucidate whether these combined pharmacological and neuromodulatory interventions produce additive effects. The findings are anticipated to establish a mechanistic foundation for personalized, multimodal sleep therapeutics, thereby potentially advancing the management paradigm for treatment-resistant insomnia. Clinical Trial Registration https://www.chictr.org.cn/showproj.html?proj=288195 , identifier ChiCTR2500111601.","https://public-pages-files-2025.frontiersin.org/journals/psychiatry/articles/10.3389/fpsyt.2026.1743024/pdf",NA,NA,"openalex",TRUE,FALSE,"openalex_efficacy_and_mechani_w7128708392.pdf",0.63,"original"
