"id","title","authors","date","days_ago","abstract","journal","pdf_url","openalex_pdf","europepmc_pdf","source","pdf_ok","pdf_blocked","pdf_file","pdf_mb","pdf_source"
"https://doi.org/10.7554/elife.101510.3","A single microRNA miR-195 rescues the arrested B cell development induced by EBF1 deficiency","Miyatake Yuji; Kamakura Takeshi; Ikawa Tomokatsu; Yanagiya Ryo; Kotaki Ryutaro; Kameda Kazuaki; Nasu Ryo Koyama; Okuyama Kazuki; Hirano Ken-ichi; Hosokawa Hiroyuki; Hozumi Katsuto; Ohtsuka Masato; Kisikawa Takahiro; Shibata Chikako; Otsuka Motoyuki; Maruyama Reo; Ando Kiyoshi; Kurosaki Tomohiro; Kawamoto Hiroshi; Kotani Ai","2026-02-06",13,"Accumulated studies have reported that hematopoietic differentiation was primarily regulated by transcription factors. Early B cell factor 1 (EBF1) is an essential transcription factor for B lymphopoiesis. Contrary to the canonical notion, we found that a single miRNA, miRNA-195 ( Mir195 ) transduction let Ebf1 -deficient hematopoietic progenitor cells (HPCs) express CD19, carry out V(D)J recombination and class switch recombination, which implied that B cell matured without EBF1. A part of the mechanism was caused by FOXO1 accumulation via inhibition of FOXO1 phosphorylation pathways in which targets of Mir195 are enriched. These results suggested that some miRNA transductions could function as alternatives to transcription factors.","eLife",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.7554/elife.101510","A single microRNA miR-195 rescues the arrested B cell development induced by EBF1 deficiency","Miyatake Yuji; Kamakura Takeshi; Ikawa Tomokatsu; Yanagiya Ryo; Kotaki Ryutaro; Kameda Kazuaki; Nasu Ryo Koyama; Okuyama Kazuki; Hirano Ken-ichi; Hosokawa Hiroyuki; Hozumi Katsuto; Ohtsuka Masato; Kisikawa Takahiro; Shibata Chikako; Otsuka Motoyuki; Maruyama Reo; Ando Kiyoshi; Kurosaki Tomohiro; Kawamoto Hiroshi; Kotani Ai","2026-02-06",13,"Accumulated studies have reported that hematopoietic differentiation was primarily regulated by transcription factors. Early B cell factor 1 (EBF1) is an essential transcription factor for B lymphopoiesis. Contrary to the canonical notion, we found that a single miRNA, miRNA-195 ( Mir195 ) transduction let Ebf1 -deficient hematopoietic progenitor cells (HPCs) express CD19, carry out V(D)J recombination and class switch recombination, which implied that B cell matured without EBF1. A part of the mechanism was caused by FOXO1 accumulation via inhibition of FOXO1 phosphorylation pathways in which targets of Mir195 are enriched. These results suggested that some miRNA transductions could function as alternatives to transcription factors.","eLife",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1038/s41592-026-03020-1","Using AI responsibly in scientific publishing","","2026-02-01",18,"","Nature Methods",NA,NA,NA,"top_journals",TRUE,FALSE,"top_journals_u_ing_ai_re_pon_ibly_httpsdoiorg1.pdf",0.65,"unpaywall_doi"
"https://doi.org/10.1038/s41588-025-02487-6","Engineering AI co-scientists for statistical genetics applications","Zhao Bingxin","2026-01-20",30,"","Nature Genetics",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1038/s41592-025-02994-8","HumanBase: an interactive AI platform for human biology","Sealfon Rachel S. G.; Theesfeld Chandra L.; Funk Julien; Sauerwald Natalie; Wong Aaron K.; Troyanskaya Olga G.","2026-01-14",36,"","Nature Methods",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1038/s41588-025-02478-7","Compressive pangenomics using mutation-annotated networks","Walia Sumit; Motwani Harsh; Tseng Yu-Hsiang; Smith Kyle; Corbett-Detig Russell; Turakhia Yatish","2026-01-12",38,"","Nature Genetics",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1038/s41589-025-02126-5","Unique gluing effect of ASXL1 K351 monoubiquitination stimulates the PR-DUB activity","Zhang Tianyi; Zheng Jiqing; Tong Zebing; Deng Zhiheng; He Zaozhen; Wu Xiangwei; Wang Miao; Du Yunxiang; Xu Ziyu; Tao Shixian; Wan Shizhang; Tian Xiaolin; Deng Haiteng; Pan Man; Ai Huasong; Liu Lei","2026-01-09",41,"","Nature Chemical Biology",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1056/nejmp2514616","Digital Exhaust or Digital Gold? The Value of AI-Generated Clinical Visit Transcripts","Goodman Katherine E.; Morgan Daniel J.","2026-01-08",42,"","New England Journal of Medicine",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1038/s41589-025-02109-6","Allosteric activation of RNF20/RNF40–RAD6A-mediated H2BK120 monoubiquitylation by H2BS112 GlcNAcylation","Deng Zhiheng; Tao Shixian; Du Yunxiang; Li Yulei; Zhang Liying; Shi Qiang; Du Xiaoru; Sun Maoshen; Tong Zebin; Pan Man; Liu Lei; Ai Huasong","2026-01-06",44,"","Nature Chemical Biology",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1038/s41593-025-02144-5","Charting brain morphology in international healthy and neurological populations","Zhuo Zhizheng; Chai Li; Wang Yinshan; Gao Peng; Xu Xiaolu; Ai Liping; Ao Feng; Bai Yalin; Bai Yutong; Cole James H.; Bao Haihua; Cai Qing; Cao Jiancang; Chen Feiyan; Chen Feng; Chen Kun; Chen Yaojing; Cheng Dan; Cui Zaixu; Dai Hui; Deng Demao; Du Yuhui; Fan Guoguang; Fu Ying; Gao Zheqi; Gou Lubin; Guo Chunjie; Guo Min; Guo Ya; Han Xuemei; He Hongjian; Hou Yang; Hu Basheng; Hu Jianping; Huang Chu-Chung; Huang Peiyu; Lei Junqiang; Li Hui-Jie; Li Jianrui; Li Junlin; Li Kexuan; Li Shaowu; Li Wenling; Li Xinyu; Li Yang; Li Yao; Li Yongmei; Li Yuna; Li Yunfei; Liang Peipeng; Liao Haiyan; Lin Ching-Po; Liu Jun; Liu Jungang; Liu Weiqi; Liu Ying; Lu Shanshan; Luo Jie; Luo Yuqi; Lui Su; Ma Hailin; Mao Ning; Meng Lanxi; Meng Linghui; Qian Yinfeng; Qiu Jun; Rong Mengjie; Shao Juwei; Shen Qin; Shi Yulu; Shu Zhenyu; Sun Jun; Tian Decai; Tu Yiheng; Wang Fei; Wang Jinhui; Wang Junkai; Wang Wen; Wang Xiaochun; Wang Yilong; Wang Yong; Wang Zheng; Weng Jinyuan; Wu Feiyun; Wu Ying; Wu Yuankui; Wu Haiyan; Xia Xiaona; Xu Cheng; Xu Jiaheng; Xu Jun; Xu Rui; Xu Siyao; Yan Panjie; Yang Ruimeng; Yin SongTao; Yin Xi; Yin Yulong; Yu Rongjun; Yuan Zhen; Zhang Feifei; Zhang Hailian; Zhang Jianguo; Zhang Ningnannan; Zhang Renlong; Zhang Tong; Zhang Yaqin; Zhang Zhanjun; Zhang Zhiqiang; Zhang Zhihua; Zhao Jian; Zhao Lianping; Zhao Xiaohu; Zhao Xinxiang; Zhao Xin; Zhe Xia; Zhou Fuqing; Zhu Jiajia; Zhu Li; Li Kuncheng; Duan Xujun; Duan Yunyun; Zuo Xi-Nian; Liu Yaou","2025-12-29",52,"","Nature Neuroscience",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1056/nejmp2510203","Bedside to Bench — AI and the New Science of Medicine","Obermeyer Ziad","2025-12-11",70,"","New England Journal of Medicine",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1038/s41567-025-03096-0","Chirality of malaria parasites determines their motion patterns","Lettermann Leon; Singer Mirko; Steinbrück Smilla; Ziebert Falko; Kanatani Sachie; Sinnis Photini; Frischknecht Friedrich; Schwarz Ulrich S.","2025-11-24",87,"","Nature Physics",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1038/s41593-025-02137-4","Spinal cord Tau pathology induces tactile deficits and cognitive impairment in Alzheimer’s disease via dysregulation of CCK neurons","Zhou Yang; Li Wen-Lian; Liu Zhi-Qiang; Ai Wen-Qing; Kou Jia-Xin; Fan Hong-Wei; Han Zhi-Tao; Hu Ya-Zhuo; Zhang Hong-Hong; Jia Jian-Jun; Zeng Yan; Guo Zi-Yuan; Man Heng-Ye; Lu You-Ming; Liu Dan; Zhu Ling-Qiang","2025-11-18",93,"","Nature Neuroscience",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1038/s41556-025-01740-8","MLKL PARylation in the endothelial niche triggers angiocrine necroptosis to evade cancer immunosurveillance and chemotherapy","Yang Nan; Li Xiaoxue; Huang Wenwen; Ji Gaili; Luo Wei; Jiang Faming; Zeng Hao; Chen Yali; Chen Yao; Qiao Lina; Chen Lu; Rafii Shahin; Wang Wei; Zheng Ai; Ding Bi-Sen; Cao Zhongwei","2025-09-01",171,"","Nature Cell Biology",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
"https://doi.org/10.1038/s41567-025-02932-7","Student interactions with generative AI","Lane W. Brian","2025-06-01",263,"","Nature Physics",NA,NA,NA,"top_journals",FALSE,FALSE,NA,NA,NA
