"id","title","authors","date","days_ago","abstract","journal","pdf_url","openalex_pdf","europepmc_pdf","source","pdf_ok","pdf_blocked","pdf_file","pdf_mb","pdf_source"
"W7108318780","Acupuncture and Traditional Chinese Medicine in Surf Sports: Case Series on Recovery, Performance, and Chronic Conditions","Gomes, Ana; Lourenço, Inês; Fonseca, Marta Arbona; Bernardo, Marta","2025-12-02",79,"Acupuncture, rooted in Traditional Chinese Medicine (TCM), has been practiced for millennia to treat a variety of conditions, including pain, inflammation, anxiety, insomnia, and other chronic disorders. In recent decades, it has gained increasing recognition within integrative medicine for its role in enhancing physical recovery, regulating autonomic function, and promoting overall well-being. In the context of sports, and particularly in surfing (a discipline marked by intense physical demand and environmental exposure), acupuncture offers potential benefits such as improved muscle recovery, reduced fatigue, relief of musculoskeletal tension, enhanced circula-tion, and improved flexibility, balance, and endurance. It may also contribute to emotional reg-ulation, energy support, and the mitigation of chronic conditions that could compromise athletic performance. This exploratory and descriptive case series investigates whether individualized acupuncture treatment, combined with other TCM modalities such as herbal medicine, Tui Na massage, and dietetic therapy, can support recovery, prevent symptom recurrence, and optimize resilience in surf athletes. A brief review of recent literature supports the relevance of acupuncture in muscu-loskeletal and neurovegetative regulation; however, evidence specific to surf athletes remains scarce.The clinical cases presented demonstrate that acupuncture, when tailored to the athlete’s consti-tution and sport-specific demands, may lead to significant improvements in physical recovery, emotional balance, and overall vitality. These findings support the integration of acupuncture as a safe, adaptable, and cost-effective strategy within holistic athlete care, particularly in sports involving environmental stress and high physical load, such as surfing.",NA,NA,"https://doi.org/10.5281/zenodo.17792547",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7114932367","Time-resolved colored petri net modeling of the eight extraordinary vessels in acupuncture","Quan Gan; Qi-Wei Ge; Zhengyang Qiu; Haoran Niu; Chuanxia Liu; Chen Li","2025-12-01",80,"Abstract Background Acupuncture, a core therapy in Traditional Chinese Medicine (TCM), regulates physiological balance through intricate interactions along the meridian system. The Eight Extraordinary Vessels (EEVs) play a central role in redistributing Qi, Blood, and Body Fluids (QBF); however, many existing computational models overlook the physiological influence of acupuncture system and fail to incorporate its inherent time-scale regulatory mechanisms, thereby constraining the advancement of quantitative evaluation of acupuncture efficacy. Methods We developed a time-resolved Colored Petri Net (CPN) framework that formalizes both the structural and dynamic aspects of acupuncture. The model integrates three key modules: (i) acupoint-meridian-organ coupling, encoding stimulation signals as tokenized inputs propagating through meridians; (ii) EEV-mediated transport, representing auxiliary QBF redistribution channels for systemic regulation; and (iii) dual-timescale drivers, capturing both session-level (characterized by latent, rising, peak, and waning phases within each 20–30 min treatment) and course-level (accumulate and attenuate effects over 10–15 days) to reproduce progressive therapeutic consolidation. Results In a Parkinson’s disease-related insomnia case, the model simulated the acupuncture treatment process and reproduced organ recovery to healthy levels by Days 3–4, consistent with reported clinical timelines. The ablation study confirmed the essential roles of the EEV and dual-timescale modules, as removing either component led to slower convergence or loss of stability. In extended simulations, a duration sweep ranging from 1 to 15 days identified Day 7 as the optimal treatment window, effectively balancing therapeutic efficacy and patient burden. Conclusion This study presents a quantitative CPN framework that integrates EEV-mediated regulation and dual-scale temporal dynamics in acupuncture. The model enhances interpretability by establishing a transparent mapping from clinical prescriptions to computationally derived organ-state trajectories. By providing a reproducible, quantitative, and testable framework, it advances the evidence-based modernization of acupuncture and lays the groundwork for broader computational approaches to investigate complex therapeutic mechanisms.",NA,"https://academic.oup.com/bib/article-pdf/26/Supplement_1/i34/65854368/bbaf631.056.pdf","https://academic.oup.com/bib/article-pdf/26/Supplement_1/i34/65854368/bbaf631.056.pdf",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4417334712","Unravelling the Silence: Exploring Tinnitus Pathophysiology and the Promise of Traditional Chinese Medicine","Qingchang Xing; Yueying Jiang; Dongye Xu; Z. L. Hou; Jichao Xu","2025-12-01",80,"Tinnitus is a prevalent condition often associated with hearing loss. Tinnitus may persist throughout an individual's life and can result in a range of negative outcomes, including annoyance, anxiety, depression, insomnia, heightened auditory sensitivity, difficulties with concentration, and, in severe cases, suicidal ideation. Although not all individuals experiencing tinnitus require medical intervention, approximately 20% of them pursue clinical assistance. In addition to lidocaine, no pharmacological agents have demonstrated sustained efficacy in the management of tinnitus. Traditional Chinese Medicine (TCM) has shown promise for alleviating tinnitus. Consequently, this review aimed to synthesize the latest findings from both animal and clinical studies, while also examining the potential for comprehensive treatment approaches for tinnitus using TCM based on the understanding of its pathophysiology and neuroimaging mechanisms.",NA,"https://www.dovepress.com/article/download/109977",NA,NA,"openalex",TRUE,FALSE,"openalex_unravelling_the_sile_w4417334712.pdf",3.54,"original"
"W7109729310","Exploring the Causal Relationship between Circadian Rhythm Disorders and Lung Cancer and Potential Interventional Traditional Chinese Medicine","XIAO Junjie, HE Jiawei, ZENG Xiao, XIANG Hongxia, LEI Mao, ZHENG Ruyi, ZHENG Chuan, REN Yifeng, YOU Fengming, FU Xi, MA Qiong","2025-12-01",80,"Background Lung cancer is a leading cause of morbidity and mortality, making its prevention and treatment a key focus of research. Circadian rhythm disruption (CRD) is considered an important risk factor for lung cancer, but the causal relationship between CRD and lung cancer remains unclear. Objective To investigate the causal relationship and potential mechanisms between circadian rhythm disruption and lung cancer risk, and to predict potential Traditional Chinese Medicine (TCM) interventions. Methods GWAS data on daytime napping, daytime sleepiness, short and long sleep duration, chronotype, insomnia, and early waking were obtained from UK Biobank and other sources, while lung cancer-related data, including overall lung cancer, lung adenocarcinoma (LUAD) , lung squamous cell carcinoma (LUSC) , and small cell lung cancer (SCLC) , were collected from the IEU Open GWAS database. Mendelian randomization (MR) analysis was conducted using the inverse-variance weighted (IVW) method to evaluate the causal relationship between circadian rhythm disruption and lung cancer, with supplementary methods used to confirm result robustness. Core genes were identified through SNPs localization and PPI network analysis, followed by functional enrichment and survival analysis. Core genes were then uploaded to the Coremine database to identify TCMs with potential intervention effects. The properties, flavors, meridian tropism, and efficacy of the TCMs were cataloged. Core TCMs were then selected, and their key components were obtained from the TCMSP and BATMAN-TCM databases. Molecular docking was used to validate the binding ability of the key components of the core TCMs to the core genes. Results Insomnia (OR=1.149, 95%CI=1.074-1.232, P=0.013) and short sleep duration (OR=1.462, 95%CI=1.033-2.061, P=0.031) showed a causal relationship with lung cancer. Insomnia (OR=1.181, 95%CI=1.061-1.322, P=0.001) , short sleep duration (OR=1.563, 95%CI=1.024-2.401, P=0.038) , and daytime sleepiness (OR=4.033, 95%CI=1.062-15.434, P=0.042) were causally linked to LUAD, while insomnia (OR=1.152, 95%CI=1.028-1.281, P=0.001) was linked to LUSC and short sleep duration (OR=1.952, 95%CI=1.120-3.383, P=0.017) to SCLC. A total of 139 core genes were identified, enriched in pathways such as GPCR, MAPK, and PI3K/Akt. The top five core genes included EP300, GAPDH, GNB1, GNG13, and TNF. EP300 expression correlated positively with survival in LUAD, LUSC, and SCLC patients (P&lt;0.05) . GNB1 expression negatively correlated with survival in LUAD patients but positively with survival in SCLC patients (P&lt;0.05) . GAPDH, GNG13, and TNF expressions negatively correlated with survival in LUAD patients (P&lt;0.05) . Forty TCMs, including Shui Niu Jiao, Dan Shen, Yu Nao Shi, Huang Qin, Yu Jin, Huang Qi, Ling Zhi, and Ren Shen were predicted and screened, with sweet flavor being predominant, followed by bitter and pungent, and cold nature being dominant, followed by warm and neutral. The TCMs mainly targeted the liver, spleen, lungs, stomach, heart, and kidney meridians, with functions focused on tonifying qi, promoting blood circulation, and clearing heat and toxins. Eight key herbs (Shui Niu Jiao, Dan Shen, San Qi, Huang Qin, Yu Jin, Jiang Huang, Yu Mi Xu, Ling Zhi) showed excellent molecular docking affinity (binding energy&lt;-4 kcal/mol) with core target genes. Conclusion The findings suggest a causal relationship between circadian rhythm disruption and lung cancer, with potential mechanisms involving pathways such as GPCR, MAPK, and PI3K/Akt. The predicted TCMs offer new insights for using Chinese medicine to regulate circadian rhythms and prevent lung cancer.",NA,NA,"https://doaj.org/article/aae33910a9974680a488a720a35f4892",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4416807174","Mechanism of Action and Clinical Research Progress of Gastrodia and Uncaria Decoction in Treating Hypertension","Yixiao Wang; Qi Zhang","2025-11-28",83,"Hypertension, a major global public health issue, affects 27.9% of adults in China, with approximately 245 million patients. However, treatment and control rates stand at only 45.8% and 16.8%, respectively, indicating a significant “diagnosis and treatment gap.” While modern Western drugs form the cornerstone of antihypertensive therapy, their single-target mechanisms often induce residual symptoms like dizziness and headaches, along with long-term side effects, and provide insufficient protection for target organs. Against this backdrop, the unique advantages of Traditional Chinese Medicine (TCM)—its holistic regulation and multi-target interventions — become increasingly prominent. As a classical formula, Tianma Gou Teng Yin centers on calming liver yang and extinguishing wind, while also clearing heat, promoting blood circulation, and tonifying the liver and kidneys—aligning with the “excessive liver yang” pathogenesis of hypertension. This study systematically reviews the hypotensive mechanisms and clinical application progress of Tianma Gou Teng Yin through literature retrieval and analytical synthesis. Tianma Gou Teng Decoction regulates blood pressure through multiple synergistic pathways: First, it inhibits excessive activation of the renin-angiotensin-aldosterone system (RAAS), reducing levels of angiotensin II (Ang II) and aldosterone (ALD); Second, it modulates vascular endothelial function by upregulating nitric oxide (NO) and suppressing endothelin-1 (ET-1). Third, it inhibits inflammation mediated by the nuclear factor kappa-B (NF-κB) pathway while enhancing antioxidant enzyme activity, such as superoxide dismutase (SOD). Network pharmacology further reveals its “multi-component-multi-target-multi-pathway” characteristics. Components such as gastrodin and uncarin act on targets like AKT1 and CASP3 to regulate MAPK and PI3K-Akt signaling pathways. Combining Gastrodia and Uncaria Decoction with Western medications significantly enhances antihypertensive efficacy and alleviates symptoms like dizziness and insomnia without increasing adverse reaction risks. Its protective effects on target organs such as the heart and kidneys have also been validated: it delays left ventricular hypertrophy by inhibiting the renin-angiotensin-aldosterone system (RAAS) and reduces renal injury by lowering urinary microalbuminuria. However, current research still faces challenges including insufficient mechanistic depth, room for improvement in clinical evidence quality, and a lack of standardized formulations. Future efforts should include multicenter randomized controlled trials to optimize efficacy evaluation, integrate metabolomics and gut microbiota research to deepen mechanism analysis, and establish quality control standards for herbal materials. This study provides scientific basis for the clinical translation of Gastrodia and Uncaria Decoction and expands new perspectives for its application in complex disease management.",NA,NA,NA,NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4416805485","Impacto Clínico da Acupuntura Abdominal como Técnica Central: Estudo de Série de Casos","Vera Lúcia Branco Quaresma","2025-11-28",83,"Abdominal acupuncture is a therapeutic microsystem based on the representation of the entire body in the abdomen, acting through the harmonization of the Zang-Fu organs, the modulation of Qi and Xue, and the action at the level of various body systems, which makes it especially relevant in the context of integrative medicine.This study aimed to analyze the immediate clinical effects of abdominal acupuncture in a series of clinical cases monitored in the context of a Traditional Chinese Medicine (TCM) clinical internship. Fourteen adult patients with heterogeneous complaints were included, including musculoskeletal pain, anxiety, insomnia, digestive disorders, menstrual changes, and sensory disturbances. All patients received individualized treatment, with abdominal acupuncture as the central technique.Clinical efficacy was assessed using the Numerical Rating Scale (NRS) and the Patient Global Impression of Change (PGIC) scale. The results showed an average reduction of 84.3% in the NRS immediately after the session. All participants showed an improvement of 30% or more, and 92.9% recorded a reduction of 50% or more. The average PGIC was 6, reflecting a high subjective perception of benefit.The ability of abdominal acupuncture to generate rapid clinical responses, with minimal invasiveness and multisystemic impact, reinforces its potential as a global and comprehensive intervention, consistent with the fundamental principles of medicine. Despite the limitations inherent in a series of cases, these results support the clinical value of abdominal acupuncture and suggest the need for controlled studies to further investigate its therapeutic impact.",NA,"https://submissoesrevistarcmos.com.br/rcmos/article/download/1751/4080",NA,NA,"openalex",TRUE,FALSE,"openalex_impacto_cl_inico_da__w4416805485.pdf",1.35,"original"
"W4416863181","Banxia Shumi decoction for the treatment of insomnia: A systematic review and meta-analysis","Fang Wang; Lifang Wei","2025-11-28",83,"Background: The efficacy of Banxia Shumi decoction (BSD) and its combination with Chinese medicine (acupuncture, formulas, etc) in treating insomnia remains controversial, with varying research conclusions. This study presents a systematic review and meta-analysis of its impact on insomnia. Methods: We conducted a comprehensive search of databases, including PubMed, Embase, Web of Science, and China National Knowledge Infrastructure. Studies meeting the criteria for the insomnia population, intervention, comparison, and outcome were independently screened and data extracted. Fixed- or random-effects models were used to calculate the standardized mean difference and 95% confidence interval (CI). Publication bias and research quality were evaluated to ensure reliability. Results: BSD was effective in treating method, as shown by improvements in clinical effective rate (risk ratio = 1.16, 95% CI: 1.10–1.23), Pittsburgh Sleep Quality Index (mean standard deviation [MD] = −3.22, 95% CI: −4.41 to − 2.03), Insomnia Severity Index (MD = −5.52, 95% CI: −6.29 to − 4.74), and Athens Insomnia Scale (MD = −1.62, 95% CI: −2.18 to − 1.06) were analyzed. According to the indicators, it has shown good effects in improving the symptoms of patients with insomnia. Compared to Western Medicine, the clinical efficacy of BSD + TCM (MD = 0.16, 95% CI: 0.08–0.24) was more significant than that of BSD alone. For primary insomnia, BSD was more effective (MD=−6.27, 95% CI: −6.43 to − 6.11, P &lt; .0001). Conclusion: Based on the clinical efficiency index, BSD can effectively improve sleep and quality of life in patients with insomnia, shorten sleep onset time, increase sleep time and efficiency, and alleviate sleep and daytime dysfunction. However, the results should be considered carefully owing to some methodological weaknesses, including study diversity. Future research should employ standardized methods in large-scale, multicenter, randomized controlled trials to confirm these findings.",NA,NA,"https://doi.org/10.1097/md.0000000000046207",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4416110918","Effects and safety of traditional Chinese medicine approaches in cancer symptom care: A systematic review of phase 3 randomized clinical trials","Mingxiao Yang; Linda L. D. Zhong; Rose Wai Yee Fok; Yan Yin Tjioe; Bo Siang Teo; Furong Zhang; Ting Bao","2025-11-11",100,"Abstract Cancer‐related symptoms are detrimental to the quality of life of people with cancer. This review systematically evaluates phase 3 randomized clinical trials (RCTs) assessing the effectiveness and safety of traditional Chinese medicine (TCM) interventions in managing cancer‐related symptoms throughout the cancer care trajectory. A comprehensive literature search was conducted of PubMed, Embase, and the Cochrane Library until April 27, 2025, to further identify eligible RCTs involving patients with cancer or survivors and assessing TCM interventions against valid control arms. Data extraction and quality assessments were conducted in accordance with Cochrane standards and Preferred Reporting Items for Systematic Reviews and Meta‐Analyses guidelines. Nineteen phase 3 RCTs involving 5387 participants (female, 3321; primarily breast, gastrointestinal, and lung cancers) from six countries or regions were included. Nonpharmacological interventions, namely acupuncture and Tai Chi, significantly reduced pain, fatigue, insomnia, radiation‐induced xerostomia, and hormonal therapy–related hot flashes compared to usual care (UC). Their effects on preventing chemotherapy‐ and radiotherapy‐induced nausea and vomiting were mixed, which depended on control arms and outcome measures. Conversely, evidence for pharmacological interventions was limited, with inconclusive results regarding chemotherapy‐induced peripheral neuropathy and hematologic toxicities, although promising outcomes were noted for preventing chemoradiotherapy‐induced mucositis, reducing colorectal adenoma recurrence, and enhancing chemotherapy completion rates compared to placebo or UC. Safety data suggested similar adverse event profiles across groups. These findings show strong evidence for the inclusion of nonpharmacological interventions in oncology practice. However, pharmacological interventions require more high‐quality, multicenter research to fully understand their effectiveness and safety. Implementing rigorous safety assessments and standardized adverse event reporting protocols is crucial to enhance clinical confidence in TCM modalities.",NA,NA,NA,NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4415948459","Effectiveness of Five-Element Regulatory Therapy for post-COVID syndrome: a retrospective cohort study","Ning Ding; Yunqiao Zhou; Haolin Zhang; Xiyan Xin; Ye Yang; Dong Li","2025-11-06",105,"Introduction Post-COVID syndrome is characterized by persistent, unexplained symptoms including chronic cough, palpitations, insomnia, and fatigue that develop following SARS-CoV-2 infection without identifiable causes. Current treatments show limited efficacy, requiring alternative options. This study aims to observe the effectiveness of Five-Element Regulation Therapy (FERT), a Traditional Chinese medicine (TCM) intervention, in managing post-COVID syndrome. Methods A retrospective cohort study was conducted using clinical records of 127 post-COVID syndrome patients from the TCM outpatient department of Peking University Third Hospital. The participants were divided into two groups: 81 cases receiving FERT treatment were assigned to the exposure group, while 46 cases undergoing conventional TCM therapy served as the control group. The treatment duration was 2 weeks for both groups, followed by immediate follow-up. The outcomes included the clinical cure rate and clinical response rate at 2 weeks after the treatment initiation. Results The FERT group demonstrated superior clinical outcomes, achieving a 61.7% cure rate and 88.9% response rate, significantly higher than the control group’s 21.7% ( p &amp;lt; 0.001) and 67.4% ( p &amp;lt; 0.01), respectively. Conclusion This study provides preliminary evidence that FERT may be superior to conventional TCM therapy in managing post-COVID syndrome. Results should be interpreted with heightened caution due to the study’s inherent limitations.",NA,"https://public-pages-files-2025.frontiersin.org/journals/medicine/articles/10.3389/fmed.2025.1621948/pdf",NA,NA,"openalex",TRUE,FALSE,"openalex_effectivene_of_five-_w4415948459.pdf",0.72,"original"
"W7111210398","Table 1_Effectiveness of Five-Element Regulatory Therapy for post-COVID syndrome: a retrospective cohort study.docx","Ning Ding (456674); Yunqiao Zhou (12083201); Haolin Zhang (418208); Xiyan Xin (18000620); Yang Ye (175530); Dong Li (212687)","2025-11-06",105,"Introduction: Post-COVID syndrome is characterized by persistent, unexplained symptoms including chronic cough, palpitations, insomnia, and fatigue that develop following SARS-CoV-2 infection without identifiable causes. Current treatments show limited efficacy, requiring alternative options. This study aims to observe the effectiveness of Five-Element Regulation Therapy (FERT), a Traditional Chinese medicine (TCM) intervention, in managing post-COVID syndrome. Methods: A retrospective cohort study was conducted using clinical records of 127 post-COVID syndrome patients from the TCM outpatient department of Peking University Third Hospital. The participants were divided into two groups: 81 cases receiving FERT treatment were assigned to the exposure group, while 46 cases undergoing conventional TCM therapy served as the control group. The treatment duration was 2 weeks for both groups, followed by immediate follow-up. The outcomes included the clinical cure rate and clinical response rate at 2 weeks after the treatment initiation. Results: The FERT group demonstrated superior clinical outcomes, achieving a 61.7% cure rate and 88.9% response rate, significantly higher than the control group’s 21.7% (p < 0.001) and 67.4% (p < 0.01), respectively. Conclusion: This study provides preliminary evidence that FERT may be superior to conventional TCM therapy in managing post-COVID syndrome. Results should be interpreted with heightened caution due to the study’s inherent limitations. 1 Introduction While the global COVID-19 pandemic has been declared over, its various sequelae continue to afflict the physical and mental health of a large number of patients in China (1–6). A systematic review covered 194 studies and 735,006 participants found that the five most common symptoms of post-COVID infection were fatigue (28.4%), pain/discomfort (29.7%), sleep disturbances (23.5%), breathing difficulties (22.6%), and activity limitations (22.3%) (7). A recent large-scale study on COVID-19 sequelae provided a systematic definition of “long COVID” for the first time (8). The research found that approximately 10% of individuals develop long COVID after infection with the Omicron variant, with up to 12 different symptoms including fatigue, cough, palpitations, hair loss, loss of sense of smell and taste, brain fog, chest pain, and changes in libido. Current scientific understanding of long COVID suggests a complex, multi-system condition, with symptoms persisting for months or even years after the initial infection. The mechanisms remain incompletely understood but involve multiple interconnected pathways, including viral persistence (9), chronic inflammation (10), endothelial damage (11), mitochondrial (12), and autonomic nervous system dysregulation (13). Additionally, SARS-CoV-2’s broad tissue tropism via ACE2 receptors contributes to multi-organ damage, with cardiovascular, pulmonary, and metabolic sequelae being particularly prevalent (14). Emerging evidence also highlights the overlap with post-infectious syndromes, characterized by post-exertional malaise and unrefreshing sleep, with COVID-19 increasing the risk of post-infectious syndromes (15). Current treatments for long COVID being investigated in clinical trials include non-pharmacological interventions such as physical exercise, rehabilitation therapy, and behavioral therapy, as well as pharmacological therapies like herbs, Paxlovid, and fluvoxamine (16). Psychological interventions like “awe therapy” also demonstrate benefits in reducing depression and stress (17). However, targeted and clinically proven therapies remain limited, with most current approaches focusing primarily on symptom management rather than treating the root pathological mechanisms. Traditional Chinese Medicine (TCM) formulations including Shenhuang granule (18), JingYinGuBiao Formula (19), and Bufei Huoxue capsules (20) have demonstrated therapeutic potential in COVID-19 management within the Chinese clinical cont... [Truncated/Content too long]",NA,NA,NA,NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4415926178","Exploring the Treatment of Insomnia in Traditional Chinese Medicine from the Perspective of Yin-Yang Deficiency and Excess","Zixian Zhou","2025-11-05",106,"This study aims to explore effective approaches and methods of treating insomnia in Traditional Chinese Medicine (TCM) through the theoretical framework of YinYang deficiency and excess. By conducting a comprehensive literature review, it systematically examines the intrinsic connection between the YinYang theory and insomnia, as well as the treatment strategies in TCM derived from this framework. In addition, clinical case analyses are employed to further verify the practical efficacy of these theoretical applications. The findings indicate that the YinYang deficiencyexcess theory plays a pivotal role in TCM approaches to insomnia. It not only provides a solid theoretical basis for syndrome differentiation and treatment but also demonstrates that therapeutic methods grounded in this theorysuch as herbal prescriptions, acupuncture, and massageyield remarkable clinical efficacy. These interventions offer safe and effective therapeutic options for patients with insomnia, highlighting the unique advantages and significant value of TCM in this field.",NA,NA,"https://doi.org/10.54254/2753-8818/2025.sh28985",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W4415900495","Efficacy of fumigation with traditional Chinese medicine combined with Acanthopanax Senticosus injection in patients with sleep disorders","Hu Y; Xiaohua Guo; Yan Gao; Wenli Li; Jing Kang","2025-11-03",108,"Objective: To evaluate the efficacy of traditional Chinese medicine (TCM) fumigation and washing combined with Acanthopanax senticosus injection in patients with sleep disorders. Methodology: The clinical data total of 106 patients with sleep disorders treated at Yan’an Traditional Chinese Medicine Hospital from January 2023 to January 2025 were retrospectively analyzed. Patients were divided into two groups: the control group (n=51) received routine care with dexzopiclone; the study group (n=55) received additional TCM fumigation and Acanthopanax senticosus injection. Sleep quality was assessed using the Pittsburgh Sleep Quality Index (PSQI), sleep structure was monitored via polysomnography (PSG), and quality of life was evaluated using the GQOLI-74 scale. Safety indicators and adverse events were also recorded. Results: After the intervention, the study group showed significantly greater improvements in PSQI scores compared to the control group (P&lt;0.001). PSG parameters indicated fewer nocturnal arousals, shorter arousal time and sleep latency, and higher sleep efficiency in the study group (P&lt;0.05). Quality of life scores across physical, psychological, social, and mental domains also improved significantly more in the study group. No adverse events were reported during the study. Conclusions: TCM fumigation and washing combined with Acanthopanax senticosus injection may serve as an effective, well-tolerated, and non-invasive therapy for improving sleep quality and life quality in patients with sleep disorders. The therapy may be particularly beneficial for individuals with poor tolerance to hypnotic medications or stress-related insomnia. Further prospective randomized trials with longer follow-up are warranted to confirm long-term efficacy.",NA,"https://pjms.org.pk/index.php/pjms/article/download/12571/3051",NA,NA,"openalex",TRUE,FALSE,"openalex_efficacy_of_fumigati_w4415900495.pdf",0.37,"original"
"W4416737961","[Research on the anti-inflammatory effects of a novel sleep-aid decoction on elderly insomnia patients across traditional Chinese medicine constitutional types].","Zhen Wu; Zhangxing Bian; Ailin Chen; Qiuping Zhang; Jie Li; Zhou Hui; Hongying Zhu","2025-11-01",110,"Objective To evaluate the clinical efficacy of a novel sleep-aid decoction in treating elderly insomnia patients with different traditional Chinese medicine (TCM) constitutional types, and its effects on neurotransmitter and inflammatory factor levels. Methods A total of 200 patients with four different TCM constitutions-peaceful, Qi-deficient, Yin-deficient, and Yang-deficient-were recruited. Peripheral blood neurotransmitter and inflammatory factor levels were measured for variations among insomnia patients across different constitutions. These patients were treated using the novel sleep-aid decoction, the effects of which were evaluated based on changes in neurotransmitters and inflammatory factors. Results Compared to the peaceful constitution group, insomnia patients with Qi-deficient, Yin-deficient, and Yang-deficient constitutions exhibited significantly elevated baseline levels of neurotransmitters (5-HT, GABA) and inflammatory factors (IL-6, TNF-α, IL-1β, CRP). Following the treatment, the Qi-deficient and Yin-deficient groups showed a marked increase in 5-HT levels, restored balance of Glu, GABA, and melatonin, and significant reductions in IL-6 and TNF-α levels. The overall effective rate was 83.5%, with optimal efficacy observed in the Qi-deficient (97.72%) and Yin-deficient (95.34%) groups. Conclusion The novel sleep-aid decoction is effective in treating insomnia in elderly patients, with the best results observed in the Qi-deficient and Yin-deficient constitution groups.",NA,NA,NA,NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7124371380","Effect of moxibustion combined with Chinese herbal compress therapy on sleep quality and negative emotion of insomnia patients","ZHOU Chen","2025-11-01",110,"ObjectiveTo investigate the effects of moxibustion combined with traditional Chinese medicine(TCM) herbal compress therapy on sleep quality and negative emotions in patients with insomnia.MethodsA total of 124 patients with insomnia admitted to our hospital from January 2020 to December 2022 were randomly divided into control group and study group, with 62 patients in each group.The control group received moxibustion therapy,while the study group received moxibustion therapy combined with TCM herbal compress therapy.The clinical total effective rate,sleep quality,negative emotions,serum levels of 5⁃hydroxytryptamine(5⁃HT),brain⁃derived neurotrophic factor(BDNF),glial cell line⁃derived neurotrophic factor(GDNF),and quality of life were compared between the two groups.ResultsThe clinical total effective rate was higher in the study group than that in the control group(95.16% <italic>vs.</italic> 82.26%).The study group had lower scores for sleep quality,anxiety,and depression,and higher serum levels of 5⁃HT,BDNF,and GDNF,as well as a higher quality of life,compared with the control group.The differences were statistically significant between the two groups(<italic>P</italic>&lt;0.05).ConclusionMoxibustion combined with TCM herbal compress therapy can improve sleep quality in patients with insomnia,increase the levels of neurotrophic factors,reduce anxiety and depression,and enhance quality of life.",NA,NA,"https://doaj.org/article/cceb5b8d5e0844d59584f813637c3c75",NA,"openalex",FALSE,FALSE,NA,NA,NA
"W7104430292","Task-Shifting from Acupuncturists to Nurses in Delivering Acupuncture/Acupressure or Supervising Patient Self-Administered Acupressure for Sleep Management: Is It Feasible?","Zhao FY; Zhang WJ; Chow CM; Lee YX; Xu P; Ho YS; Fu QQ; Conduit R","2025-11-01",110,"Fei-Yi Zhao,1– 4,&amp;ast; Wen-Jing Zhang,4,&amp;ast; Chin Moi Chow,3,5,&amp;ast; Yuan Xin Lee,4 Peijie Xu,6 Yuen-Shan Ho,7 Qiang-Qiang Fu,8 Russell Conduit2 1Department of Nursing, School of International Medical Technology, Shanghai Sanda University, Shanghai, 201209, People’s Republic of China; 2School of Health and Biomedical Sciences, RMIT University, Bundoora, VIC, 3083, Australia; 3Sydney School of Health Sciences, Faculty of Medicine and Health, The University of Sydney, Camperdown, NSW, 2050, Australia; 4Shanghai Municipal Hospital of Traditional Chinese Medicine, Shanghai University of Traditional Chinese Medicine, Shanghai, 200071, People’s Republic of China; 5Sleep Research Group, Charles Perkins Centre, The University of Sydney, Camperdown, NSW, 2050, Australia; 6School of Computing Technologies, RMIT University, Melbourne, VIC, 3000, Australia; 7School of Nursing, Faculty of Health and Social Sciences, The Hong Kong Polytechnic University, Hong Kong SAR, People’s Republic of China; 8Yangpu Hospital, School of Medicine, Tongji University, Shanghai, 200090, People’s Republic of China&amp;ast;These authors contributed equally to this workCorrespondence: Yuen-Shan Ho, School of Nursing, Faculty of Health and Social Sciences, The Hong Kong Polytechnic University, Hong Kong SAR, People’s Republic of China, Tel +852 2766-6410, Fax +852 2364-9663, Email janice.ys.ho@polyu.edu.hk Qiang-Qiang Fu, Yangpu Hospital, School of Medicine, Tongji University, Shanghai, 200090, People’s Republic of China, Tel + 86 021-6569 0520, Fax + 86 021-6569 6249, Email qiangqiang.fu@tongji.edu.cnAbstract: Acupuncture and acupressure are widely used for managing self-reported impaired sleep quality and duration. However, outside East Asia, access is often limited due to a shortage of trained acupuncturists and minimal reimbursement under national health insurance systems, leading to treatment discontinuation or inaccessibility driven by “Financial Toxicity.” This prompts a critical yet underexplored inquiry: can advanced practice nurses serve as alternative providers to deliver acupuncture/acupressure for managing these common sleep complaints, thereby improving accessibility, expanding treatment coverage, and lowering consultation costs? This comprehensive mini-review synthesizes current evidence to assess the feasibility of this promising and innovative acupuncturist-nurse task-shifting paradigm and outlines key preparatory steps for its pilot implementation.Keywords: traditional chinese medicine, TCM nursing, sleep disorder, sleep disturbance, insomnia, complementary and alternative medicine",NA,NA,"https://doaj.org/article/38ee1fa01f6248c898ee21eaffd7046a",NA,"openalex",FALSE,FALSE,NA,NA,NA
